0,1,2,3,4,5,6,7,8,9,10,11,score,label
1.2759522707348814,9.548463584335481,20.85720601637284,-1.6409168347449419,9.879203956178086,19.796847067146818,1.2860338858478277,7.853225445788113,20.91685083764863,-12.885026841984581,-13.454493897645564,-10.525528882332328,-13.805164274413425,1.0
2.209973861439452,11.657869807055908,18.994037175164976,-1.5831669989026127,11.185200258796874,20.050244609079883,-0.0406250740957324,10.56648426512534,19.212928596973487,-11.824399273331167,-13.999659187621212,-11.552002832416347,-10.581159476581586,1.0
-0.9284047687804206,11.057740274855103,22.520938602480527,1.421342892875043,11.178265071777666,20.241026320672837,-0.02911758387318241,10.790355203072984,20.34028981789992,-11.021825267144589,-12.921085935757876,-14.071246283219486,-10.887279793206924,1.0
0.5834295052423492,9.428129109184628,19.55730223300014,0.10258363820500263,9.106648032844268,14.846111284993377,-1.0939204615690223,10.778969957245987,20.88441997183929,-15.485350351026955,-15.343733701483185,-12.313570474401567,-14.453413822918387,0.0
0.14239771188352507,9.179987124305034,20.252987702558357,-1.483179041676508,9.36535806775673,19.79439613428133,1.470027599561381,12.05665103952165,20.820639180362058,-13.315183857810949,-13.604041673613793,-14.272901441859057,-15.524158633302761,0.0
0.7903663282486708,8.967253591976899,18.845227026262563,-0.22808486535799166,12.000040525806508,21.56043576441479,0.0753461897391732,10.256671785583572,21.318480002488513,-13.267233212518246,-11.19362625053118,-14.741089722109907,-13.430386370158331,0.0
-1.7766861905149285,10.997208208008585,20.04701006438242,0.19560624870755075,10.429530760200425,19.43936720169268,1.1060120426439985,11.238407867738601,20.426903735818062,-13.68376718933403,-13.913450182818403,-12.621870258008402,-12.282470352019645,0.0
-0.6544501131029069,11.254911725995678,19.259334822352173,-1.2424691996585788,9.952445467674492,20.898965958094184,1.9636808665638201,11.697677982953286,18.64663004235311,-14.699966811712915,-16.82848308937601,-14.580716326539816,-13.916430676004616,0.0
-4.544015966884708,9.608429677184402,20.58721783960376,1.840616230874894,9.278538620491027,21.916323676855185,-2.5424680215944067,9.444303656955364,19.397404660928856,-13.61541556796158,-11.92334162080681,-9.685307561166342,-15.040394880890304,1.0
0.8091442616957849,6.877154957770876,22.2409134856864,-0.7953230797268875,11.169261316431612,19.804912289217445,-1.9568258680992607,10.867569239946079,20.3368133074925,-12.32465016640916,-13.444529741833378,-10.1938663689711,-13.680506529409868,1.0
0.9680420843851749,10.262344861370844,19.288929542754484,1.9230163317788458,11.299056667469527,19.51930128254135,-0.6477011407620428,10.290608928578994,21.639714953085196,-11.349791306128703,-7.937269008603761,-14.850420348725644,-14.81656180680133,1.0
0.13561934238338377,8.105769991983907,18.489975805052637,1.1537326389978722,7.928477488873581,18.616950940745255,1.7248666894823264,8.890845887838198,19.70240327763313,-13.16121841265289,-15.156942067026987,-12.436203820358683,-15.050754220241839,0.0
